Altitutude (meters),Denstiy (kg/m3)
7108,0.582277
7109,0.58221
7110,0.582144
7111,0.582077
7112,0.582011
7113,0.581944
7114,0.581878
7115,0.581811
7116,0.581745
7117,0.581678
7118,0.581612
7119,0.581545
7120,0.581478
7121,0.581412
7122,0.581345
7123,0.581279
7124,0.581213
7125,0.581146
7126,0.58108
7127,0.581013
7128,0.580947
7129,0.58088
7130,0.580814
7131,0.580747
7132,0.580681
7133,0.580614
7134,0.580548
7135,0.580482
7136,0.580415
7137,0.580349
7138,0.580282
7139,0.580216
7140,0.58015
7141,0.580083
7142,0.580017
7143,0.57995
7144,0.579884
7145,0.579818
7146,0.579751
7147,0.579685
7148,0.579619
7149,0.579552
7150,0.579486
7151,0.57942
7152,0.579353
7153,0.579287
7154,0.579221
7155,0.579154
7156,0.579088
7157,0.579022
7158,0.578956
7159,0.578889
7160,0.578823
7161,0.578757
7162,0.57869
7163,0.578624
7164,0.578558
7165,0.578492
7166,0.578425
7167,0.578359
7168,0.578293
7169,0.578227
7170,0.578161
7171,0.578094
7172,0.578028
7173,0.577962
7174,0.577896
7175,0.57783
7176,0.577763
7177,0.577697
7178,0.577631
7179,0.577565
7180,0.577499
7181,0.577433
7182,0.577366
7183,0.5773
7184,0.577234
7185,0.577168
7186,0.577102
7187,0.577036
7188,0.57697
7189,0.576903
7190,0.576837
7191,0.576771
7192,0.576705
7193,0.576639
7194,0.576573
7195,0.576507
7196,0.576441
7197,0.576375
7198,0.576309
7199,0.576243
7200,0.576177
7201,0.576111
7202,0.576045
7203,0.575979
7204,0.575913
7205,0.575847
7206,0.575781
7207,0.575715
7208,0.575649
7209,0.575583
7210,0.575517
7211,0.575451
7212,0.575385
7213,0.575319
7214,0.575253
7215,0.575187
7216,0.575121
7217,0.575055
7218,0.574989
7219,0.574923
7220,0.574857
7221,0.574791
7222,0.574725
7223,0.574659
7224,0.574593
7225,0.574527
7226,0.574462
7227,0.574396
7228,0.57433
7229,0.574264
7230,0.574198
7231,0.574132
7232,0.574066
7233,0.574001
7234,0.573935
7235,0.573869
7236,0.573803
7237,0.573737
7238,0.573671
7239,0.573606
7240,0.57354
7241,0.573474
7242,0.573408
7243,0.573342
7244,0.573277
7245,0.573211
7246,0.573145
7247,0.573079
7248,0.573013
7249,0.572948
7250,0.572882
7251,0.572816
7252,0.57275
7253,0.572685
7254,0.572619
7255,0.572553
7256,0.572487
7257,0.572422
7258,0.572356
7259,0.57229
7260,0.572225
7261,0.572159
7262,0.572093
7263,0.572028
7264,0.571962
7265,0.571896
7266,0.571831
7267,0.571765
7268,0.571699
7269,0.571634
7270,0.571568
7271,0.571502
7272,0.571437
7273,0.571371
7274,0.571306
7275,0.57124
7276,0.571174
7277,0.571109
7278,0.571043
7279,0.570978
7280,0.570912
7281,0.570846
7282,0.570781
7283,0.570715
7284,0.57065
7285,0.570584
7286,0.570519
7287,0.570453
7288,0.570388
7289,0.570322
7290,0.570256
7291,0.570191
7292,0.570125
7293,0.57006
7294,0.569994
7295,0.569929
7296,0.569863
7297,0.569798
7298,0.569732
7299,0.569667
7300,0.569602
7301,0.569536
7302,0.569471
7303,0.569405
7304,0.56934
7305,0.569274
7306,0.569209
7307,0.569143
7308,0.569078
7309,0.569013
7310,0.568947
7311,0.568882
7312,0.568816
7313,0.568751
7314,0.568686
7315,0.56862
7316,0.568555
7317,0.568489
7318,0.568424
7319,0.568359
7320,0.568293
7321,0.568228
7322,0.568163
7323,0.568097
7324,0.568032
7325,0.567967
7326,0.567901
7327,0.567836
7328,0.567771
7329,0.567706
7330,0.56764
7331,0.567575
7332,0.56751
7333,0.567444
7334,0.567379
7335,0.567314
7336,0.567249
7337,0.567183
7338,0.567118
7339,0.567053
7340,0.566988
7341,0.566922
7342,0.566857
7343,0.566792
7344,0.566727
7345,0.566662
7346,0.566596
7347,0.566531
7348,0.566466
7349,0.566401
7350,0.566336
7351,0.56627
7352,0.566205
7353,0.56614
7354,0.566075
7355,0.56601
7356,0.565945
7357,0.565879
7358,0.565814
7359,0.565749
7360,0.565684
7361,0.565619
7362,0.565554
7363,0.565489
7364,0.565424
7365,0.565359
7366,0.565293
7367,0.565228
7368,0.565163
7369,0.565098
7370,0.565033
7371,0.564968
7372,0.564903
7373,0.564838
7374,0.564773
7375,0.564708
7376,0.564643
7377,0.564578
7378,0.564513
7379,0.564448
7380,0.564383
7381,0.564318
7382,0.564253
7383,0.564188
7384,0.564123
7385,0.564058
7386,0.563993
7387,0.563928
7388,0.563863
7389,0.563798
7390,0.563733
7391,0.563668
7392,0.563603
7393,0.563538
7394,0.563473
7395,0.563408
7396,0.563344
7397,0.563279
7398,0.563214
7399,0.563149
7400,0.563084
7401,0.563019
7402,0.562954
7403,0.562889
7404,0.562824
7405,0.56276
7406,0.562695
7407,0.56263
7408,0.562565
7409,0.5625
7410,0.562435
7411,0.56237
7412,0.562306
7413,0.562241
7414,0.562176
7415,0.562111
7416,0.562046
7417,0.561982
7418,0.561917
7419,0.561852
7420,0.561787
7421,0.561723
7422,0.561658
7423,0.561593
7424,0.561528
7425,0.561463
7426,0.561399
7427,0.561334
7428,0.561269
7429,0.561205
7430,0.56114
7431,0.561075
7432,0.56101
7433,0.560946
7434,0.560881
7435,0.560816
7436,0.560752
7437,0.560687
7438,0.560622
7439,0.560558
7440,0.560493
7441,0.560428
7442,0.560364
7443,0.560299
7444,0.560234
7445,0.56017
7446,0.560105
7447,0.56004
7448,0.559976
7449,0.559911
7450,0.559847
7451,0.559782
7452,0.559717
7453,0.559653
7454,0.559588
7455,0.559524
7456,0.559459
7457,0.559395
7458,0.55933
7459,0.559265
7460,0.559201
7461,0.559136
7462,0.559072
7463,0.559007
7464,0.558943
7465,0.558878
7466,0.558814
7467,0.558749
7468,0.558685
7469,0.55862
7470,0.558556
7471,0.558491
7472,0.558427
7473,0.558362
7474,0.558298
7475,0.558233
7476,0.558169
7477,0.558104
7478,0.55804
7479,0.557975
7480,0.557911
7481,0.557847
7482,0.557782
7483,0.557718
7484,0.557653
7485,0.557589
7486,0.557525
7487,0.55746
7488,0.557396
7489,0.557331
7490,0.557267
7491,0.557203
7492,0.557138
7493,0.557074
7494,0.55701
7495,0.556945
7496,0.556881
7497,0.556817
7498,0.556752
7499,0.556688
7500,0.556624
7501,0.556559
7502,0.556495
7503,0.556431
7504,0.556366
7505,0.556302
7506,0.556238
7507,0.556173
7508,0.556109
7509,0.556045
7510,0.555981
7511,0.555916
7512,0.555852
7513,0.555788
7514,0.555724
7515,0.555659
7516,0.555595
7517,0.555531
7518,0.555467
7519,0.555402
7520,0.555338
7521,0.555274
7522,0.55521
7523,0.555146
7524,0.555082
7525,0.555017
7526,0.554953
7527,0.554889
7528,0.554825
7529,0.554761
7530,0.554697
7531,0.554632
7532,0.554568
7533,0.554504
7534,0.55444
7535,0.554376
7536,0.554312
7537,0.554248
7538,0.554184
7539,0.554119
7540,0.554055
7541,0.553991
7542,0.553927
7543,0.553863
7544,0.553799
7545,0.553735
7546,0.553671
7547,0.553607
7548,0.553543
7549,0.553479
7550,0.553415
7551,0.553351
7552,0.553287
7553,0.553223
7554,0.553159
7555,0.553095
7556,0.553031
7557,0.552967
7558,0.552903
7559,0.552839
7560,0.552775
7561,0.552711
7562,0.552647
7563,0.552583
7564,0.552519
7565,0.552455
7566,0.552391
7567,0.552327
7568,0.552263
7569,0.552199
7570,0.552135
7571,0.552071
7572,0.552007
7573,0.551943
7574,0.551879
7575,0.551816
7576,0.551752
7577,0.551688
7578,0.551624
7579,0.55156
7580,0.551496
7581,0.551432
7582,0.551368
7583,0.551305
7584,0.551241
7585,0.551177
7586,0.551113
7587,0.551049
7588,0.550985
7589,0.550922
7590,0.550858
7591,0.550794
7592,0.55073
7593,0.550666
7594,0.550603
7595,0.550539
7596,0.550475
7597,0.550411
7598,0.550348
7599,0.550284
7600,0.55022
7601,0.550156
7602,0.550093
7603,0.550029
7604,0.549965
7605,0.549901
7606,0.549838
7607,0.549774
7608,0.54971
7609,0.549646
7610,0.549583
7611,0.549519
7612,0.549455
7613,0.549392
7614,0.549328
7615,0.549264
7616,0.549201
7617,0.549137
7618,0.549073
7619,0.54901
7620,0.548946
7621,0.548882
7622,0.548819
7623,0.548755
7624,0.548692
7625,0.548628
7626,0.548564
7627,0.548501
7628,0.548437
7629,0.548374
7630,0.54831
7631,0.548246
7632,0.548183
7633,0.548119
7634,0.548056
7635,0.547992
7636,0.547929
7637,0.547865
7638,0.547801
7639,0.547738
7640,0.547674
7641,0.547611
7642,0.547547
7643,0.547484
7644,0.54742
7645,0.547357
7646,0.547293
7647,0.54723
7648,0.547166
7649,0.547103
7650,0.547039
7651,0.546976
7652,0.546913
7653,0.546849
7654,0.546786
7655,0.546722
7656,0.546659
7657,0.546595
7658,0.546532
7659,0.546468
7660,0.546405
7661,0.546342
7662,0.546278
7663,0.546215
7664,0.546151
7665,0.546088
7666,0.546025
7667,0.545961
7668,0.545898
7669,0.545835
7670,0.545771
7671,0.545708
7672,0.545644
7673,0.545581
7674,0.545518
7675,0.545454
7676,0.545391
7677,0.545328
7678,0.545264
7679,0.545201
7680,0.545138
7681,0.545075
7682,0.545011
7683,0.544948
7684,0.544885
7685,0.544821
7686,0.544758
7687,0.544695
7688,0.544632
7689,0.544568
7690,0.544505
7691,0.544442
7692,0.544379
7693,0.544315
7694,0.544252
7695,0.544189
7696,0.544126
7697,0.544063
7698,0.543999
7699,0.543936
7700,0.543873
7701,0.54381
7702,0.543747
7703,0.543683
7704,0.54362
7705,0.543557
7706,0.543494
7707,0.543431
7708,0.543368
7709,0.543305
7710,0.543241
7711,0.543178
7712,0.543115
7713,0.543052
7714,0.542989
7715,0.542926
7716,0.542863
7717,0.5428
7718,0.542736
7719,0.542673
7720,0.54261
7721,0.542547
7722,0.542484
7723,0.542421
7724,0.542358
7725,0.542295
7726,0.542232
7727,0.542169
7728,0.542106
7729,0.542043
7730,0.54198
7731,0.541917
7732,0.541854
7733,0.541791
7734,0.541728
7735,0.541665
7736,0.541602
7737,0.541539
7738,0.541476
7739,0.541413
7740,0.54135
7741,0.541287
7742,0.541224
7743,0.541161
7744,0.541098
7745,0.541035
7746,0.540972
7747,0.540909
7748,0.540846
7749,0.540783
7750,0.540721
7751,0.540658
7752,0.540595
7753,0.540532
7754,0.540469
7755,0.540406
7756,0.540343
7757,0.54028
7758,0.540217
7759,0.540155
7760,0.540092
7761,0.540029
7762,0.539966
7763,0.539903
7764,0.53984
7765,0.539778
7766,0.539715
7767,0.539652
7768,0.539589
7769,0.539526
7770,0.539463
7771,0.539401
7772,0.539338
7773,0.539275
7774,0.539212
7775,0.53915
7776,0.539087
7777,0.539024
7778,0.538961
7779,0.538899
7780,0.538836
7781,0.538773
7782,0.53871
7783,0.538648
7784,0.538585
7785,0.538522
7786,0.538459
7787,0.538397
7788,0.538334
7789,0.538271
7790,0.538209
7791,0.538146
7792,0.538083
7793,0.538021
7794,0.537958
7795,0.537895
7796,0.537833
7797,0.53777
7798,0.537707
7799,0.537645
7800,0.537582
7801,0.537519
7802,0.537457
7803,0.537394
7804,0.537332
7805,0.537269
7806,0.537206
7807,0.537144
7808,0.537081
7809,0.537019
7810,0.536956
7811,0.536894
7812,0.536831
7813,0.536768
7814,0.536706
7815,0.536643
7816,0.536581
7817,0.536518
7818,0.536456
7819,0.536393
7820,0.536331
7821,0.536268
7822,0.536206
7823,0.536143
7824,0.536081
7825,0.536018
7826,0.535956
7827,0.535893
7828,0.535831
7829,0.535768
7830,0.535706
7831,0.535643
7832,0.535581
7833,0.535518
7834,0.535456
7835,0.535394
7836,0.535331
7837,0.535269
7838,0.535206
7839,0.535144
7840,0.535081
7841,0.535019
7842,0.534957
7843,0.534894
7844,0.534832
7845,0.534769
7846,0.534707
7847,0.534645
7848,0.534582
7849,0.53452
7850,0.534458
7851,0.534395
7852,0.534333
7853,0.534271
7854,0.534208
7855,0.534146
7856,0.534084
7857,0.534021
7858,0.533959
7859,0.533897
7860,0.533834
7861,0.533772
7862,0.53371
7863,0.533648
7864,0.533585
7865,0.533523
7866,0.533461
7867,0.533398
7868,0.533336
7869,0.533274
7870,0.533212
7871,0.53315
7872,0.533087
7873,0.533025
7874,0.532963
7875,0.532901
7876,0.532838
7877,0.532776
7878,0.532714
7879,0.532652
7880,0.53259
7881,0.532527
7882,0.532465
7883,0.532403
7884,0.532341
7885,0.532279
7886,0.532217
7887,0.532154
7888,0.532092
7889,0.53203
7890,0.531968
7891,0.531906
7892,0.531844
7893,0.531782
7894,0.53172
7895,0.531658
7896,0.531595
7897,0.531533
7898,0.531471
7899,0.531409
7900,0.531347
7901,0.531285
7902,0.531223
7903,0.531161
7904,0.531099
7905,0.531037
7906,0.530975
7907,0.530913
7908,0.530851
7909,0.530789
7910,0.530727
7911,0.530665
7912,0.530603
7913,0.530541
7914,0.530479
7915,0.530417
7916,0.530355
7917,0.530293
7918,0.530231
7919,0.530169
7920,0.530107
7921,0.530045
7922,0.529983
7923,0.529921
7924,0.529859
7925,0.529797
7926,0.529735
7927,0.529673
7928,0.529611
7929,0.529549
7930,0.529487
7931,0.529425
7932,0.529364
7933,0.529302
7934,0.52924
7935,0.529178
7936,0.529116
7937,0.529054
7938,0.528992
7939,0.52893
7940,0.528869
7941,0.528807
7942,0.528745
7943,0.528683
7944,0.528621
7945,0.528559
7946,0.528498
7947,0.528436
7948,0.528374
7949,0.528312
7950,0.52825
7951,0.528189
7952,0.528127
7953,0.528065
7954,0.528003
7955,0.527941
7956,0.52788
7957,0.527818
7958,0.527756
7959,0.527694
7960,0.527633
7961,0.527571
7962,0.527509
7963,0.527448
7964,0.527386
7965,0.527324
7966,0.527262
7967,0.527201
7968,0.527139
7969,0.527077
7970,0.527016
7971,0.526954
7972,0.526892
7973,0.526831
7974,0.526769
7975,0.526707
7976,0.526646
7977,0.526584
7978,0.526522
7979,0.526461
7980,0.526399
7981,0.526337
7982,0.526276
7983,0.526214
7984,0.526153
7985,0.526091
7986,0.526029
7987,0.525968
7988,0.525906
7989,0.525845
7990,0.525783
7991,0.525721
7992,0.52566
7993,0.525598
7994,0.525537
7995,0.525475
7996,0.525414
7997,0.525352
7998,0.525291
7999,0.525229
8000,0.525168
8001,0.525106
8002,0.525044
8003,0.524983
8004,0.524921
8005,0.52486
8006,0.524798
8007,0.524737
8008,0.524676
8009,0.524614
8010,0.524553
8011,0.524491
8012,0.52443
8013,0.524368
8014,0.524307
8015,0.524245
8016,0.524184
8017,0.524122
8018,0.524061
8019,0.524
8020,0.523938
8021,0.523877
8022,0.523815
8023,0.523754
8024,0.523693
8025,0.523631
8026,0.52357
8027,0.523508
8028,0.523447
8029,0.523386
8030,0.523324
8031,0.523263
8032,0.523202
8033,0.52314
8034,0.523079
8035,0.523018
8036,0.522956
8037,0.522895
8038,0.522834
8039,0.522772
8040,0.522711
8041,0.52265
8042,0.522589
8043,0.522527
8044,0.522466
8045,0.522405
8046,0.522343
8047,0.522282
8048,0.522221
8049,0.52216
8050,0.522098
8051,0.522037
8052,0.521976
8053,0.521915
8054,0.521853
8055,0.521792
8056,0.521731
8057,0.52167
8058,0.521609
8059,0.521547
8060,0.521486
8061,0.521425
8062,0.521364
8063,0.521303
8064,0.521242
8065,0.52118
8066,0.521119
8067,0.521058
8068,0.520997
8069,0.520936
8070,0.520875
8071,0.520814
8072,0.520752
8073,0.520691
8074,0.52063
8075,0.520569
8076,0.520508
8077,0.520447
8078,0.520386
8079,0.520325
8080,0.520264
8081,0.520202
8082,0.520141
8083,0.52008
8084,0.520019
8085,0.519958
8086,0.519897
8087,0.519836
8088,0.519775
8089,0.519714
8090,0.519653
8091,0.519592
8092,0.519531
8093,0.51947
8094,0.519409
8095,0.519348
8096,0.519287
8097,0.519226
8098,0.519165
8099,0.519104
8100,0.519043
8101,0.518982
8102,0.518921
8103,0.51886
8104,0.518799
8105,0.518738
8106,0.518677
8107,0.518616
8108,0.518555
8109,0.518495
8110,0.518434
8111,0.518373
8112,0.518312
8113,0.518251
8114,0.51819
8115,0.518129
8116,0.518068
8117,0.518007
8118,0.517947
8119,0.517886
8120,0.517825
8121,0.517764
8122,0.517703
8123,0.517642
8124,0.517581
8125,0.517521
8126,0.51746
8127,0.517399
8128,0.517338
8129,0.517277
8130,0.517216
8131,0.517156
8132,0.517095
8133,0.517034
8134,0.516973
8135,0.516912
8136,0.516852
8137,0.516791
8138,0.51673
8139,0.516669
8140,0.516609
8141,0.516548
8142,0.516487
8143,0.516426
8144,0.516366
8145,0.516305
8146,0.516244
8147,0.516184
8148,0.516123
8149,0.516062
8150,0.516001
8151,0.515941
8152,0.51588
8153,0.515819
8154,0.515759
8155,0.515698
8156,0.515637
8157,0.515577
8158,0.515516
8159,0.515455
8160,0.515395
8161,0.515334
8162,0.515273
8163,0.515213
8164,0.515152
8165,0.515092
8166,0.515031
8167,0.51497
8168,0.51491
8169,0.514849
8170,0.514789
8171,0.514728
8172,0.514667
8173,0.514607
8174,0.514546
8175,0.514486
8176,0.514425
8177,0.514365
8178,0.514304
8179,0.514244
8180,0.514183
8181,0.514122
8182,0.514062
8183,0.514001
8184,0.513941
8185,0.51388
8186,0.51382
8187,0.513759
8188,0.513699
8189,0.513638
8190,0.513578
8191,0.513517
8192,0.513457
8193,0.513397
8194,0.513336
8195,0.513276
8196,0.513215
8197,0.513155
8198,0.513094
8199,0.513034
8200,0.512973
8201,0.512913
8202,0.512853
8203,0.512792
8204,0.512732
8205,0.512671
8206,0.512611
8207,0.512551
8208,0.51249
8209,0.51243
8210,0.512369
8211,0.512309
8212,0.512249
8213,0.512188
8214,0.512128
8215,0.512068
8216,0.512007
8217,0.511947
8218,0.511887
8219,0.511826
8220,0.511766
8221,0.511706
8222,0.511645
8223,0.511585
8224,0.511525
8225,0.511465
8226,0.511404
8227,0.511344
8228,0.511284
8229,0.511223
8230,0.511163
8231,0.511103
8232,0.511043
8233,0.510982
8234,0.510922
8235,0.510862
8236,0.510802
8237,0.510741
8238,0.510681
8239,0.510621
8240,0.510561
8241,0.510501
8242,0.51044
8243,0.51038
8244,0.51032
8245,0.51026
8246,0.5102
8247,0.51014
8248,0.510079
8249,0.510019
8250,0.509959
8251,0.509899
8252,0.509839
8253,0.509779
8254,0.509718
8255,0.509658
8256,0.509598
8257,0.509538
8258,0.509478
8259,0.509418
8260,0.509358
8261,0.509298
8262,0.509238
8263,0.509178
8264,0.509117
8265,0.509057
8266,0.508997
8267,0.508937
8268,0.508877
8269,0.508817
8270,0.508757
8271,0.508697
8272,0.508637
8273,0.508577
8274,0.508517
8275,0.508457
8276,0.508397
8277,0.508337
8278,0.508277
8279,0.508217
8280,0.508157
8281,0.508097
8282,0.508037
8283,0.507977
8284,0.507917
8285,0.507857
8286,0.507797
8287,0.507737
8288,0.507677
8289,0.507617
8290,0.507557
8291,0.507497
8292,0.507437
8293,0.507378
8294,0.507318
8295,0.507258
8296,0.507198
8297,0.507138
8298,0.507078
8299,0.507018
8300,0.506958
8301,0.506898
8302,0.506838
8303,0.506779
8304,0.506719
8305,0.506659
8306,0.506599
8307,0.506539
8308,0.506479
8309,0.50642
8310,0.50636
8311,0.5063
8312,0.50624
8313,0.50618
8314,0.50612
8315,0.506061
8316,0.506001
8317,0.505941
8318,0.505881
8319,0.505821
8320,0.505762
8321,0.505702
8322,0.505642
8323,0.505582
8324,0.505523
8325,0.505463
8326,0.505403
8327,0.505343
8328,0.505284
8329,0.505224
8330,0.505164
8331,0.505105
8332,0.505045
8333,0.504985
8334,0.504925
8335,0.504866
8336,0.504806
8337,0.504746
8338,0.504687
8339,0.504627
8340,0.504567
8341,0.504508
8342,0.504448
8343,0.504388
8344,0.504329
8345,0.504269
8346,0.504209
8347,0.50415
8348,0.50409
8349,0.504031
8350,0.503971
8351,0.503911
8352,0.503852
8353,0.503792
8354,0.503733
8355,0.503673
8356,0.503613
8357,0.503554
8358,0.503494
8359,0.503435
8360,0.503375
8361,0.503316
8362,0.503256
8363,0.503196
8364,0.503137
8365,0.503077
8366,0.503018
8367,0.502958
8368,0.502899
8369,0.502839
8370,0.50278
8371,0.50272
8372,0.502661
8373,0.502601
8374,0.502542
8375,0.502482
8376,0.502423
8377,0.502363
8378,0.502304
8379,0.502245
8380,0.502185
8381,0.502126
8382,0.502066
8383,0.502007
8384,0.501947
8385,0.501888
8386,0.501828
8387,0.501769
8388,0.50171
8389,0.50165
8390,0.501591
8391,0.501531
8392,0.501472
8393,0.501413
8394,0.501353
8395,0.501294
8396,0.501235
8397,0.501175
8398,0.501116
8399,0.501057
8400,0.500997
8401,0.500938
8402,0.500878
8403,0.500819
8404,0.50076
8405,0.500701
8406,0.500641
8407,0.500582
8408,0.500523
8409,0.500463
8410,0.500404
8411,0.500345
8412,0.500285
8413,0.500226
8414,0.500167
8415,0.500108
8416,0.500048
8417,0.499989
8418,0.49993
8419,0.499871
8420,0.499811
8421,0.499752
8422,0.499693
8423,0.499634
8424,0.499575
8425,0.499515
8426,0.499456
8427,0.499397
8428,0.499338
8429,0.499279
8430,0.499219
8431,0.49916
8432,0.499101
8433,0.499042
8434,0.498983
8435,0.498924
8436,0.498864
8437,0.498805
8438,0.498746
8439,0.498687
8440,0.498628
8441,0.498569
8442,0.49851
8443,0.49845
8444,0.498391
8445,0.498332
8446,0.498273
8447,0.498214
8448,0.498155
8449,0.498096
8450,0.498037
8451,0.497978
8452,0.497919
8453,0.49786
8454,0.497801
8455,0.497742
8456,0.497682
8457,0.497623
8458,0.497564
8459,0.497505
8460,0.497446
8461,0.497387
8462,0.497328
8463,0.497269
8464,0.49721
8465,0.497151
8466,0.497092
8467,0.497033
8468,0.496974
8469,0.496915
8470,0.496856
8471,0.496797
8472,0.496738
8473,0.49668
8474,0.496621
8475,0.496562
8476,0.496503
8477,0.496444
8478,0.496385
8479,0.496326
8480,0.496267
8481,0.496208
8482,0.496149
8483,0.49609
8484,0.496031
8485,0.495973
8486,0.495914
8487,0.495855
8488,0.495796
8489,0.495737
8490,0.495678
8491,0.495619
8492,0.49556
8493,0.495502
8494,0.495443
8495,0.495384
8496,0.495325
8497,0.495266
8498,0.495207
8499,0.495149
8500,0.49509
8501,0.495031
8502,0.494972
8503,0.494913
8504,0.494855
8505,0.494796
8506,0.494737
8507,0.494678
8508,0.49462
8509,0.494561
8510,0.494502
8511,0.494443
8512,0.494385
8513,0.494326
8514,0.494267
8515,0.494208
8516,0.49415
8517,0.494091
8518,0.494032
8519,0.493974
8520,0.493915
8521,0.493856
8522,0.493797
8523,0.493739
8524,0.49368
8525,0.493621
8526,0.493563
8527,0.493504
8528,0.493445
8529,0.493387
8530,0.493328
8531,0.493269
8532,0.493211
8533,0.493152
8534,0.493094
8535,0.493035
8536,0.492976
8537,0.492918
8538,0.492859
8539,0.492801
8540,0.492742
8541,0.492683
8542,0.492625
8543,0.492566
8544,0.492508
8545,0.492449
8546,0.49239
8547,0.492332
8548,0.492273
8549,0.492215
8550,0.492156
8551,0.492098
8552,0.492039
8553,0.491981
8554,0.491922
8555,0.491864
8556,0.491805
8557,0.491747
8558,0.491688
8559,0.49163
8560,0.491571
8561,0.491513
8562,0.491454
8563,0.491396
8564,0.491337
8565,0.491279
8566,0.49122
8567,0.491162
8568,0.491103
8569,0.491045
8570,0.490987
8571,0.490928
8572,0.49087
8573,0.490811
8574,0.490753
8575,0.490694
8576,0.490636
8577,0.490578
8578,0.490519
8579,0.490461
8580,0.490402
8581,0.490344
8582,0.490286
8583,0.490227
8584,0.490169
8585,0.490111
8586,0.490052
8587,0.489994
8588,0.489936
8589,0.489877
8590,0.489819
8591,0.489761
8592,0.489702
8593,0.489644
8594,0.489586
8595,0.489527
8596,0.489469
8597,0.489411
8598,0.489353
8599,0.489294
8600,0.489236
8601,0.489178
8602,0.489119
8603,0.489061
8604,0.489003
8605,0.488945
8606,0.488886
8607,0.488828
8608,0.48877
8609,0.488712
8610,0.488654
8611,0.488595
8612,0.488537
8613,0.488479
8614,0.488421
8615,0.488362
8616,0.488304
8617,0.488246
8618,0.488188
8619,0.48813
8620,0.488072
8621,0.488013
8622,0.487955
8623,0.487897
8624,0.487839
8625,0.487781
8626,0.487723
8627,0.487665
8628,0.487606
8629,0.487548
8630,0.48749
8631,0.487432
8632,0.487374
8633,0.487316
8634,0.487258
8635,0.4872
8636,0.487142
8637,0.487084
8638,0.487025
8639,0.486967
8640,0.486909
8641,0.486851
8642,0.486793
8643,0.486735
8644,0.486677
8645,0.486619
8646,0.486561
8647,0.486503
8648,0.486445
8649,0.486387
8650,0.486329
8651,0.486271
8652,0.486213
8653,0.486155
8654,0.486097
8655,0.486039
8656,0.485981
8657,0.485923
8658,0.485865
8659,0.485807
8660,0.485749
8661,0.485691
8662,0.485633
8663,0.485575
8664,0.485517
8665,0.485459
8666,0.485402
8667,0.485344
8668,0.485286
8669,0.485228
8670,0.48517
8671,0.485112
8672,0.485054
8673,0.484996
8674,0.484938
8675,0.48488
8676,0.484823
8677,0.484765
8678,0.484707
8679,0.484649
8680,0.484591
8681,0.484533
8682,0.484475
8683,0.484418
8684,0.48436
8685,0.484302
8686,0.484244
8687,0.484186
8688,0.484129
8689,0.484071
8690,0.484013
8691,0.483955
8692,0.483897
8693,0.48384
8694,0.483782
8695,0.483724
8696,0.483666
8697,0.483608
8698,0.483551
8699,0.483493
8700,0.483435
8701,0.483377
8702,0.48332
8703,0.483262
8704,0.483204
8705,0.483147
8706,0.483089
8707,0.483031
8708,0.482973
8709,0.482916
8710,0.482858
8711,0.4828
8712,0.482743
8713,0.482685
8714,0.482627
8715,0.48257
8716,0.482512
8717,0.482454
8718,0.482397
8719,0.482339
8720,0.482281
8721,0.482224
8722,0.482166
8723,0.482108
8724,0.482051
8725,0.481993
8726,0.481936
8727,0.481878
8728,0.48182
8729,0.481763
8730,0.481705
8731,0.481648
8732,0.48159
8733,0.481533
8734,0.481475
8735,0.481417
8736,0.48136
8737,0.481302
8738,0.481245
8739,0.481187
8740,0.48113
8741,0.481072
8742,0.481015
8743,0.480957
8744,0.4809
8745,0.480842
8746,0.480785
8747,0.480727
8748,0.48067
8749,0.480612
8750,0.480555
8751,0.480497
8752,0.48044
8753,0.480382
8754,0.480325
8755,0.480267
8756,0.48021
8757,0.480152
8758,0.480095
8759,0.480038
8760,0.47998
8761,0.479923
8762,0.479865
8763,0.479808
8764,0.47975
8765,0.479693
8766,0.479636
8767,0.479578
8768,0.479521
8769,0.479463
8770,0.479406
8771,0.479349
8772,0.479291
8773,0.479234
8774,0.479177
8775,0.479119
8776,0.479062
8777,0.479005
8778,0.478947
8779,0.47889
8780,0.478833
8781,0.478775
8782,0.478718
8783,0.478661
8784,0.478603
8785,0.478546
8786,0.478489
8787,0.478431
8788,0.478374
8789,0.478317
8790,0.47826
8791,0.478202
8792,0.478145
8793,0.478088
8794,0.478031
8795,0.477973
8796,0.477916
8797,0.477859
8798,0.477802
8799,0.477744
8800,0.477687
8801,0.47763
8802,0.477573
8803,0.477516
8804,0.477458
8805,0.477401
8806,0.477344
8807,0.477287
8808,0.47723
8809,0.477172
8810,0.477115
8811,0.477058
8812,0.477001
8813,0.476944
8814,0.476887
8815,0.47683
8816,0.476772
8817,0.476715
8818,0.476658
8819,0.476601
8820,0.476544
8821,0.476487
8822,0.47643
8823,0.476373
8824,0.476315
8825,0.476258
8826,0.476201
8827,0.476144
8828,0.476087
8829,0.47603
8830,0.475973
8831,0.475916
8832,0.475859
8833,0.475802
8834,0.475745
8835,0.475688
8836,0.475631
8837,0.475574
8838,0.475517
8839,0.47546
8840,0.475403
8841,0.475346
8842,0.475289
8843,0.475232
8844,0.475175
8845,0.475118
8846,0.475061
8847,0.475004
8848,0.474947
8849,0.47489
8850,0.474833
8851,0.474776
8852,0.474719
8853,0.474662
8854,0.474605
