Altitutude (meters),Denstiy (kg/m3)
3614,0.853018
3615,0.852929
3616,0.85284
3617,0.852751
3618,0.852662
3619,0.852572
3620,0.852483
3621,0.852394
3622,0.852305
3623,0.852216
3624,0.852127
3625,0.852038
3626,0.851949
3627,0.85186
3628,0.851771
3629,0.851682
3630,0.851592
3631,0.851503
3632,0.851414
3633,0.851325
3634,0.851236
3635,0.851147
3636,0.851058
3637,0.850969
3638,0.85088
3639,0.850791
3640,0.850702
3641,0.850613
3642,0.850524
3643,0.850435
3644,0.850347
3645,0.850258
3646,0.850169
3647,0.85008
3648,0.849991
3649,0.849902
3650,0.849813
3651,0.849724
3652,0.849635
3653,0.849546
3654,0.849457
3655,0.849369
3656,0.84928
3657,0.849191
3658,0.849102
3659,0.849013
3660,0.848924
3661,0.848835
3662,0.848747
3663,0.848658
3664,0.848569
3665,0.84848
3666,0.848391
3667,0.848303
3668,0.848214
3669,0.848125
3670,0.848036
3671,0.847948
3672,0.847859
3673,0.84777
3674,0.847681
3675,0.847593
3676,0.847504
3677,0.847415
3678,0.847326
3679,0.847238
3680,0.847149
3681,0.84706
3682,0.846972
3683,0.846883
3684,0.846794
3685,0.846706
3686,0.846617
3687,0.846528
3688,0.84644
3689,0.846351
3690,0.846262
3691,0.846174
3692,0.846085
3693,0.845997
3694,0.845908
3695,0.845819
3696,0.845731
3697,0.845642
3698,0.845554
3699,0.845465
3700,0.845377
3701,0.845288
3702,0.8452
3703,0.845111
3704,0.845022
3705,0.844934
3706,0.844845
3707,0.844757
3708,0.844668
3709,0.84458
3710,0.844491
3711,0.844403
3712,0.844315
3713,0.844226
3714,0.844138
3715,0.844049
3716,0.843961
3717,0.843872
3718,0.843784
3719,0.843695
3720,0.843607
3721,0.843519
3722,0.84343
3723,0.843342
3724,0.843253
3725,0.843165
3726,0.843077
3727,0.842988
3728,0.8429
3729,0.842812
3730,0.842723
3731,0.842635
3732,0.842547
3733,0.842458
3734,0.84237
3735,0.842282
3736,0.842193
3737,0.842105
3738,0.842017
3739,0.841929
3740,0.84184
3741,0.841752
3742,0.841664
3743,0.841576
3744,0.841487
3745,0.841399
3746,0.841311
3747,0.841223
3748,0.841134
3749,0.841046
3750,0.840958
3751,0.84087
3752,0.840782
3753,0.840693
3754,0.840605
3755,0.840517
3756,0.840429
3757,0.840341
3758,0.840253
3759,0.840165
3760,0.840076
3761,0.839988
3762,0.8399
3763,0.839812
3764,0.839724
3765,0.839636
3766,0.839548
3767,0.83946
3768,0.839372
3769,0.839284
3770,0.839196
3771,0.839107
3772,0.839019
3773,0.838931
3774,0.838843
3775,0.838755
3776,0.838667
3777,0.838579
3778,0.838491
3779,0.838403
3780,0.838315
3781,0.838227
3782,0.838139
3783,0.838051
3784,0.837963
3785,0.837876
3786,0.837788
3787,0.8377
3788,0.837612
3789,0.837524
3790,0.837436
3791,0.837348
3792,0.83726
3793,0.837172
3794,0.837084
3795,0.836996
3796,0.836909
3797,0.836821
3798,0.836733
3799,0.836645
3800,0.836557
3801,0.836469
3802,0.836381
3803,0.836294
3804,0.836206
3805,0.836118
3806,0.83603
3807,0.835942
3808,0.835855
3809,0.835767
3810,0.835679
3811,0.835591
3812,0.835504
3813,0.835416
3814,0.835328
3815,0.83524
3816,0.835153
3817,0.835065
3818,0.834977
3819,0.834889
3820,0.834802
3821,0.834714
3822,0.834626
3823,0.834539
3824,0.834451
3825,0.834363
3826,0.834276
3827,0.834188
3828,0.8341
3829,0.834013
3830,0.833925
3831,0.833837
3832,0.83375
3833,0.833662
3834,0.833575
3835,0.833487
3836,0.833399
3837,0.833312
3838,0.833224
3839,0.833137
3840,0.833049
3841,0.832962
3842,0.832874
3843,0.832786
3844,0.832699
3845,0.832611
3846,0.832524
3847,0.832436
3848,0.832349
3849,0.832261
3850,0.832174
3851,0.832086
3852,0.831999
3853,0.831911
3854,0.831824
3855,0.831736
3856,0.831649
3857,0.831562
3858,0.831474
3859,0.831387
3860,0.831299
3861,0.831212
3862,0.831124
3863,0.831037
3864,0.83095
3865,0.830862
3866,0.830775
3867,0.830688
3868,0.8306
3869,0.830513
3870,0.830425
3871,0.830338
3872,0.830251
3873,0.830163
3874,0.830076
3875,0.829989
3876,0.829902
3877,0.829814
3878,0.829727
3879,0.82964
3880,0.829552
3881,0.829465
3882,0.829378
3883,0.829291
3884,0.829203
3885,0.829116
3886,0.829029
3887,0.828942
3888,0.828854
3889,0.828767
3890,0.82868
3891,0.828593
3892,0.828506
3893,0.828418
3894,0.828331
3895,0.828244
3896,0.828157
3897,0.82807
3898,0.827982
3899,0.827895
3900,0.827808
3901,0.827721
3902,0.827634
3903,0.827547
3904,0.82746
3905,0.827373
3906,0.827285
3907,0.827198
3908,0.827111
3909,0.827024
3910,0.826937
3911,0.82685
3912,0.826763
3913,0.826676
3914,0.826589
3915,0.826502
3916,0.826415
3917,0.826328
3918,0.826241
3919,0.826154
3920,0.826067
3921,0.82598
3922,0.825893
3923,0.825806
3924,0.825719
3925,0.825632
3926,0.825545
3927,0.825458
3928,0.825371
3929,0.825284
3930,0.825197
3931,0.82511
3932,0.825023
3933,0.824936
3934,0.82485
3935,0.824763
3936,0.824676
3937,0.824589
3938,0.824502
3939,0.824415
3940,0.824328
3941,0.824241
3942,0.824155
3943,0.824068
3944,0.823981
3945,0.823894
3946,0.823807
3947,0.82372
3948,0.823634
3949,0.823547
3950,0.82346
3951,0.823373
3952,0.823286
3953,0.8232
3954,0.823113
3955,0.823026
3956,0.822939
3957,0.822853
3958,0.822766
3959,0.822679
3960,0.822593
3961,0.822506
3962,0.822419
3963,0.822332
3964,0.822246
3965,0.822159
3966,0.822072
3967,0.821986
3968,0.821899
3969,0.821812
3970,0.821726
3971,0.821639
3972,0.821552
3973,0.821466
3974,0.821379
3975,0.821293
3976,0.821206
3977,0.821119
3978,0.821033
3979,0.820946
3980,0.82086
3981,0.820773
3982,0.820686
3983,0.8206
3984,0.820513
3985,0.820427
3986,0.82034
3987,0.820254
3988,0.820167
3989,0.820081
3990,0.819994
3991,0.819908
3992,0.819821
3993,0.819735
3994,0.819648
3995,0.819562
3996,0.819475
3997,0.819389
3998,0.819302
3999,0.819216
4000,0.819129
4001,0.819043
4002,0.818957
4003,0.81887
4004,0.818784
4005,0.818697
4006,0.818611
4007,0.818525
4008,0.818438
4009,0.818352
4010,0.818265
4011,0.818179
4012,0.818093
4013,0.818006
4014,0.81792
4015,0.817834
4016,0.817747
4017,0.817661
4018,0.817575
4019,0.817488
4020,0.817402
4021,0.817316
4022,0.817229
4023,0.817143
4024,0.817057
4025,0.816971
4026,0.816884
4027,0.816798
4028,0.816712
4029,0.816626
4030,0.816539
4031,0.816453
4032,0.816367
4033,0.816281
4034,0.816195
4035,0.816108
4036,0.816022
4037,0.815936
4038,0.81585
4039,0.815764
4040,0.815677
4041,0.815591
4042,0.815505
4043,0.815419
4044,0.815333
4045,0.815247
4046,0.815161
4047,0.815075
4048,0.814988
4049,0.814902
4050,0.814816
4051,0.81473
4052,0.814644
4053,0.814558
4054,0.814472
4055,0.814386
4056,0.8143
4057,0.814214
4058,0.814128
4059,0.814042
4060,0.813956
4061,0.81387
4062,0.813784
4063,0.813698
4064,0.813612
4065,0.813526
4066,0.81344
4067,0.813354
4068,0.813268
4069,0.813182
4070,0.813096
4071,0.81301
4072,0.812924
4073,0.812838
4074,0.812752
4075,0.812666
4076,0.81258
4077,0.812494
4078,0.812408
4079,0.812323
4080,0.812237
4081,0.812151
4082,0.812065
4083,0.811979
4084,0.811893
4085,0.811807
4086,0.811722
4087,0.811636
4088,0.81155
4089,0.811464
4090,0.811378
4091,0.811292
4092,0.811207
4093,0.811121
4094,0.811035
4095,0.810949
4096,0.810863
4097,0.810778
4098,0.810692
4099,0.810606
4100,0.81052
4101,0.810435
4102,0.810349
4103,0.810263
4104,0.810178
4105,0.810092
4106,0.810006
4107,0.80992
4108,0.809835
4109,0.809749
4110,0.809663
4111,0.809578
4112,0.809492
4113,0.809406
4114,0.809321
4115,0.809235
4116,0.809149
4117,0.809064
4118,0.808978
4119,0.808893
4120,0.808807
4121,0.808721
4122,0.808636
4123,0.80855
4124,0.808465
4125,0.808379
4126,0.808293
4127,0.808208
4128,0.808122
4129,0.808037
4130,0.807951
4131,0.807866
4132,0.80778
4133,0.807695
4134,0.807609
4135,0.807524
4136,0.807438
4137,0.807353
4138,0.807267
4139,0.807182
4140,0.807096
4141,0.807011
4142,0.806925
4143,0.80684
4144,0.806754
4145,0.806669
4146,0.806584
4147,0.806498
4148,0.806413
4149,0.806327
4150,0.806242
4151,0.806157
4152,0.806071
4153,0.805986
4154,0.8059
4155,0.805815
4156,0.80573
4157,0.805644
4158,0.805559
4159,0.805474
4160,0.805388
4161,0.805303
4162,0.805218
4163,0.805132
4164,0.805047
4165,0.804962
4166,0.804877
4167,0.804791
4168,0.804706
4169,0.804621
4170,0.804535
4171,0.80445
4172,0.804365
4173,0.80428
4174,0.804194
4175,0.804109
4176,0.804024
4177,0.803939
4178,0.803854
4179,0.803768
4180,0.803683
4181,0.803598
4182,0.803513
4183,0.803428
4184,0.803343
4185,0.803257
4186,0.803172
4187,0.803087
4188,0.803002
4189,0.802917
4190,0.802832
4191,0.802747
4192,0.802661
4193,0.802576
4194,0.802491
4195,0.802406
4196,0.802321
4197,0.802236
4198,0.802151
4199,0.802066
4200,0.801981
4201,0.801896
4202,0.801811
4203,0.801726
4204,0.801641
4205,0.801556
4206,0.801471
4207,0.801386
4208,0.801301
4209,0.801216
4210,0.801131
4211,0.801046
4212,0.800961
4213,0.800876
4214,0.800791
4215,0.800706
4216,0.800621
4217,0.800536
4218,0.800451
4219,0.800366
4220,0.800281
4221,0.800196
4222,0.800111
4223,0.800027
4224,0.799942
4225,0.799857
4226,0.799772
4227,0.799687
4228,0.799602
4229,0.799517
4230,0.799432
4231,0.799348
4232,0.799263
4233,0.799178
4234,0.799093
4235,0.799008
4236,0.798924
4237,0.798839
4238,0.798754
4239,0.798669
4240,0.798584
4241,0.7985
4242,0.798415
4243,0.79833
4244,0.798245
4245,0.798161
4246,0.798076
4247,0.797991
4248,0.797906
4249,0.797822
4250,0.797737
4251,0.797652
4252,0.797568
4253,0.797483
4254,0.797398
4255,0.797314
4256,0.797229
4257,0.797144
4258,0.79706
4259,0.796975
4260,0.79689
4261,0.796806
4262,0.796721
4263,0.796636
4264,0.796552
4265,0.796467
4266,0.796383
4267,0.796298
4268,0.796213
4269,0.796129
4270,0.796044
4271,0.79596
4272,0.795875
4273,0.795791
4274,0.795706
4275,0.795621
4276,0.795537
4277,0.795452
4278,0.795368
4279,0.795283
4280,0.795199
4281,0.795114
4282,0.79503
4283,0.794945
4284,0.794861
4285,0.794776
4286,0.794692
4287,0.794608
4288,0.794523
4289,0.794439
4290,0.794354
4291,0.79427
4292,0.794185
4293,0.794101
4294,0.794017
4295,0.793932
4296,0.793848
4297,0.793763
4298,0.793679
4299,0.793595
4300,0.79351
4301,0.793426
4302,0.793342
4303,0.793257
4304,0.793173
4305,0.793089
4306,0.793004
4307,0.79292
4308,0.792836
4309,0.792751
4310,0.792667
4311,0.792583
4312,0.792498
4313,0.792414
4314,0.79233
4315,0.792246
4316,0.792161
4317,0.792077
4318,0.791993
4319,0.791909
4320,0.791824
4321,0.79174
4322,0.791656
4323,0.791572
4324,0.791488
4325,0.791403
4326,0.791319
4327,0.791235
4328,0.791151
4329,0.791067
4330,0.790982
4331,0.790898
4332,0.790814
4333,0.79073
4334,0.790646
4335,0.790562
4336,0.790478
4337,0.790394
4338,0.790309
4339,0.790225
4340,0.790141
4341,0.790057
4342,0.789973
4343,0.789889
4344,0.789805
4345,0.789721
4346,0.789637
4347,0.789553
4348,0.789469
4349,0.789385
4350,0.789301
4351,0.789217
4352,0.789133
4353,0.789049
4354,0.788965
4355,0.788881
4356,0.788797
4357,0.788713
4358,0.788629
4359,0.788545
4360,0.788461
4361,0.788377
4362,0.788293
4363,0.788209
4364,0.788125
4365,0.788041
4366,0.787957
4367,0.787873
4368,0.787789
4369,0.787706
4370,0.787622
4371,0.787538
4372,0.787454
4373,0.78737
4374,0.787286
4375,0.787202
4376,0.787119
4377,0.787035
4378,0.786951
4379,0.786867
4380,0.786783
4381,0.786699
4382,0.786616
4383,0.786532
4384,0.786448
4385,0.786364
4386,0.78628
4387,0.786197
4388,0.786113
4389,0.786029
4390,0.785945
4391,0.785862
4392,0.785778
4393,0.785694
4394,0.78561
4395,0.785527
4396,0.785443
4397,0.785359
4398,0.785276
4399,0.785192
4400,0.785108
4401,0.785025
4402,0.784941
4403,0.784857
4404,0.784774
4405,0.78469
4406,0.784606
4407,0.784523
4408,0.784439
4409,0.784355
4410,0.784272
4411,0.784188
4412,0.784105
4413,0.784021
4414,0.783937
4415,0.783854
4416,0.78377
4417,0.783687
4418,0.783603
4419,0.78352
4420,0.783436
4421,0.783353
4422,0.783269
4423,0.783186
4424,0.783102
4425,0.783018
4426,0.782935
4427,0.782851
4428,0.782768
4429,0.782685
4430,0.782601
4431,0.782518
4432,0.782434
4433,0.782351
4434,0.782267
4435,0.782184
4436,0.7821
4437,0.782017
4438,0.781933
4439,0.78185
4440,0.781767
4441,0.781683
4442,0.7816
4443,0.781516
4444,0.781433
4445,0.78135
4446,0.781266
4447,0.781183
4448,0.7811
4449,0.781016
4450,0.780933
4451,0.78085
4452,0.780766
4453,0.780683
4454,0.7806
4455,0.780516
4456,0.780433
4457,0.78035
4458,0.780266
4459,0.780183
4460,0.7801
4461,0.780017
4462,0.779933
4463,0.77985
4464,0.779767
4465,0.779684
4466,0.7796
4467,0.779517
4468,0.779434
4469,0.779351
4470,0.779268
4471,0.779184
4472,0.779101
4473,0.779018
4474,0.778935
4475,0.778852
4476,0.778768
4477,0.778685
4478,0.778602
4479,0.778519
4480,0.778436
4481,0.778353
4482,0.77827
4483,0.778186
4484,0.778103
4485,0.77802
4486,0.777937
4487,0.777854
4488,0.777771
4489,0.777688
4490,0.777605
4491,0.777522
4492,0.777439
4493,0.777356
4494,0.777273
4495,0.77719
4496,0.777107
4497,0.777024
4498,0.776941
4499,0.776858
4500,0.776775
4501,0.776692
4502,0.776609
4503,0.776526
4504,0.776443
4505,0.77636
4506,0.776277
4507,0.776194
4508,0.776111
4509,0.776028
4510,0.775945
4511,0.775862
4512,0.775779
4513,0.775696
4514,0.775613
4515,0.77553
4516,0.775447
4517,0.775365
4518,0.775282
4519,0.775199
4520,0.775116
4521,0.775033
4522,0.77495
4523,0.774867
4524,0.774785
4525,0.774702
4526,0.774619
4527,0.774536
4528,0.774453
4529,0.77437
4530,0.774288
4531,0.774205
4532,0.774122
4533,0.774039
4534,0.773957
4535,0.773874
4536,0.773791
4537,0.773708
4538,0.773626
4539,0.773543
4540,0.77346
4541,0.773377
4542,0.773295
4543,0.773212
4544,0.773129
4545,0.773047
4546,0.772964
4547,0.772881
4548,0.772798
4549,0.772716
4550,0.772633
4551,0.77255
4552,0.772468
4553,0.772385
4554,0.772303
4555,0.77222
4556,0.772137
4557,0.772055
4558,0.771972
4559,0.771889
4560,0.771807
4561,0.771724
4562,0.771642
4563,0.771559
4564,0.771477
4565,0.771394
4566,0.771311
4567,0.771229
4568,0.771146
4569,0.771064
4570,0.770981
4571,0.770899
4572,0.770816
4573,0.770734
4574,0.770651
4575,0.770569
4576,0.770486
4577,0.770404
4578,0.770321
4579,0.770239
4580,0.770156
4581,0.770074
4582,0.769992
4583,0.769909
4584,0.769827
4585,0.769744
4586,0.769662
4587,0.769579
4588,0.769497
4589,0.769415
4590,0.769332
4591,0.76925
4592,0.769167
4593,0.769085
4594,0.769003
4595,0.76892
4596,0.768838
4597,0.768756
4598,0.768673
4599,0.768591
4600,0.768509
4601,0.768426
4602,0.768344
4603,0.768262
4604,0.768179
4605,0.768097
4606,0.768015
4607,0.767933
4608,0.76785
4609,0.767768
4610,0.767686
4611,0.767604
4612,0.767521
4613,0.767439
4614,0.767357
4615,0.767275
4616,0.767192
4617,0.76711
4618,0.767028
4619,0.766946
4620,0.766864
4621,0.766781
4622,0.766699
4623,0.766617
4624,0.766535
4625,0.766453
4626,0.766371
4627,0.766288
4628,0.766206
4629,0.766124
4630,0.766042
4631,0.76596
4632,0.765878
4633,0.765796
4634,0.765714
4635,0.765632
4636,0.765549
4637,0.765467
4638,0.765385
4639,0.765303
4640,0.765221
4641,0.765139
4642,0.765057
4643,0.764975
4644,0.764893
4645,0.764811
4646,0.764729
4647,0.764647
4648,0.764565
4649,0.764483
4650,0.764401
4651,0.764319
4652,0.764237
4653,0.764155
4654,0.764073
4655,0.763991
4656,0.763909
4657,0.763827
4658,0.763745
4659,0.763663
4660,0.763582
4661,0.7635
4662,0.763418
4663,0.763336
4664,0.763254
4665,0.763172
4666,0.76309
4667,0.763008
4668,0.762926
4669,0.762845
4670,0.762763
4671,0.762681
4672,0.762599
4673,0.762517
4674,0.762435
4675,0.762354
4676,0.762272
4677,0.76219
4678,0.762108
4679,0.762026
4680,0.761945
4681,0.761863
4682,0.761781
4683,0.761699
4684,0.761617
4685,0.761536
4686,0.761454
4687,0.761372
4688,0.76129
4689,0.761209
4690,0.761127
4691,0.761045
4692,0.760964
4693,0.760882
4694,0.7608
4695,0.760719
4696,0.760637
4697,0.760555
4698,0.760474
4699,0.760392
4700,0.76031
4701,0.760229
4702,0.760147
4703,0.760065
4704,0.759984
4705,0.759902
4706,0.75982
4707,0.759739
4708,0.759657
4709,0.759576
4710,0.759494
4711,0.759412
4712,0.759331
4713,0.759249
4714,0.759168
4715,0.759086
4716,0.759005
4717,0.758923
4718,0.758842
4719,0.75876
4720,0.758679
4721,0.758597
4722,0.758516
4723,0.758434
4724,0.758353
4725,0.758271
4726,0.75819
4727,0.758108
4728,0.758027
4729,0.757945
4730,0.757864
4731,0.757782
4732,0.757701
4733,0.757619
4734,0.757538
4735,0.757457
4736,0.757375
4737,0.757294
4738,0.757212
4739,0.757131
4740,0.75705
4741,0.756968
4742,0.756887
4743,0.756806
4744,0.756724
4745,0.756643
4746,0.756561
4747,0.75648
4748,0.756399
4749,0.756317
4750,0.756236
4751,0.756155
4752,0.756074
4753,0.755992
4754,0.755911
4755,0.75583
4756,0.755748
4757,0.755667
4758,0.755586
4759,0.755505
4760,0.755423
4761,0.755342
4762,0.755261
4763,0.75518
4764,0.755098
4765,0.755017
4766,0.754936
4767,0.754855
4768,0.754774
4769,0.754692
4770,0.754611
4771,0.75453
4772,0.754449
4773,0.754368
4774,0.754287
4775,0.754205
4776,0.754124
4777,0.754043
4778,0.753962
4779,0.753881
4780,0.7538
4781,0.753719
4782,0.753638
4783,0.753556
4784,0.753475
4785,0.753394
4786,0.753313
4787,0.753232
4788,0.753151
4789,0.75307
4790,0.752989
4791,0.752908
4792,0.752827
4793,0.752746
4794,0.752665
4795,0.752584
4796,0.752503
4797,0.752422
4798,0.752341
4799,0.75226
4800,0.752179
4801,0.752098
4802,0.752017
4803,0.751936
4804,0.751855
4805,0.751774
4806,0.751693
4807,0.751612
4808,0.751531
4809,0.75145
4810,0.751369
4811,0.751288
4812,0.751208
4813,0.751127
4814,0.751046
4815,0.750965
4816,0.750884
4817,0.750803
4818,0.750722
4819,0.750641
4820,0.750561
4821,0.75048
4822,0.750399
4823,0.750318
4824,0.750237
4825,0.750156
4826,0.750076
4827,0.749995
4828,0.749914
4829,0.749833
4830,0.749752
4831,0.749672
4832,0.749591
4833,0.74951
4834,0.749429
4835,0.749349
4836,0.749268
4837,0.749187
4838,0.749106
4839,0.749026
4840,0.748945
4841,0.748864
4842,0.748784
4843,0.748703
4844,0.748622
4845,0.748542
4846,0.748461
4847,0.74838
4848,0.7483
4849,0.748219
4850,0.748138
4851,0.748058
4852,0.747977
4853,0.747896
4854,0.747816
4855,0.747735
4856,0.747654
4857,0.747574
4858,0.747493
4859,0.747413
4860,0.747332
4861,0.747252
4862,0.747171
4863,0.74709
4864,0.74701
4865,0.746929
4866,0.746849
4867,0.746768
4868,0.746688
4869,0.746607
4870,0.746527
4871,0.746446
4872,0.746366
4873,0.746285
4874,0.746205
4875,0.746124
4876,0.746044
4877,0.745963
4878,0.745883
4879,0.745802
4880,0.745722
4881,0.745641
4882,0.745561
4883,0.745481
4884,0.7454
4885,0.74532
4886,0.745239
4887,0.745159
4888,0.745078
4889,0.744998
4890,0.744918
4891,0.744837
4892,0.744757
4893,0.744677
4894,0.744596
4895,0.744516
4896,0.744436
4897,0.744355
4898,0.744275
4899,0.744195
4900,0.744114
4901,0.744034
4902,0.743954
4903,0.743873
4904,0.743793
4905,0.743713
4906,0.743632
4907,0.743552
4908,0.743472
4909,0.743392
4910,0.743311
4911,0.743231
4912,0.743151
4913,0.743071
4914,0.74299
4915,0.74291
4916,0.74283
4917,0.74275
4918,0.74267
4919,0.742589
4920,0.742509
4921,0.742429
4922,0.742349
4923,0.742269
4924,0.742189
4925,0.742108
4926,0.742028
4927,0.741948
4928,0.741868
4929,0.741788
4930,0.741708
4931,0.741628
4932,0.741548
4933,0.741467
4934,0.741387
4935,0.741307
4936,0.741227
4937,0.741147
4938,0.741067
4939,0.740987
4940,0.740907
4941,0.740827
4942,0.740747
4943,0.740667
4944,0.740587
4945,0.740507
4946,0.740427
4947,0.740347
4948,0.740267
4949,0.740187
4950,0.740107
4951,0.740027
4952,0.739947
4953,0.739867
4954,0.739787
4955,0.739707
4956,0.739627
4957,0.739547
4958,0.739467
4959,0.739387
4960,0.739307
4961,0.739227
4962,0.739147
4963,0.739068
4964,0.738988
4965,0.738908
4966,0.738828
4967,0.738748
4968,0.738668
4969,0.738588
4970,0.738508
4971,0.738429
4972,0.738349
4973,0.738269
4974,0.738189
4975,0.738109
4976,0.738029
4977,0.73795
4978,0.73787
4979,0.73779
4980,0.73771
4981,0.73763
4982,0.737551
4983,0.737471
4984,0.737391
4985,0.737311
4986,0.737232
4987,0.737152
4988,0.737072
4989,0.736992
4990,0.736913
4991,0.736833
4992,0.736753
4993,0.736674
4994,0.736594
4995,0.736514
4996,0.736435
4997,0.736355
4998,0.736275
4999,0.736196
5000,0.736116
5001,0.736036
5002,0.735957
5003,0.735877
5004,0.735797
5005,0.735718
5006,0.735638
5007,0.735558
5008,0.735479
5009,0.735399
5010,0.73532
5011,0.73524
5012,0.73516
5013,0.735081
5014,0.735001
5015,0.734922
5016,0.734842
5017,0.734763
5018,0.734683
5019,0.734604
5020,0.734524
5021,0.734445
5022,0.734365
5023,0.734286
5024,0.734206
5025,0.734127
5026,0.734047
5027,0.733968
5028,0.733888
5029,0.733809
5030,0.733729
5031,0.73365
5032,0.73357
5033,0.733491
5034,0.733411
5035,0.733332
5036,0.733253
5037,0.733173
5038,0.733094
5039,0.733014
5040,0.732935
5041,0.732856
5042,0.732776
5043,0.732697
5044,0.732618
5045,0.732538
5046,0.732459
5047,0.732379
5048,0.7323
5049,0.732221
5050,0.732141
5051,0.732062
5052,0.731983
5053,0.731903
5054,0.731824
5055,0.731745
5056,0.731666
5057,0.731586
5058,0.731507
5059,0.731428
5060,0.731349
5061,0.731269
5062,0.73119
5063,0.731111
5064,0.731032
5065,0.730952
5066,0.730873
5067,0.730794
5068,0.730715
5069,0.730635
5070,0.730556
5071,0.730477
5072,0.730398
5073,0.730319
5074,0.73024
5075,0.73016
5076,0.730081
5077,0.730002
5078,0.729923
5079,0.729844
5080,0.729765
5081,0.729686
5082,0.729606
5083,0.729527
5084,0.729448
5085,0.729369
5086,0.72929
5087,0.729211
5088,0.729132
5089,0.729053
5090,0.728974
5091,0.728895
5092,0.728816
5093,0.728737
5094,0.728658
5095,0.728579
5096,0.728499
5097,0.72842
5098,0.728341
5099,0.728262
5100,0.728183
5101,0.728104
5102,0.728025
5103,0.727947
5104,0.727868
5105,0.727789
5106,0.72771
5107,0.727631
5108,0.727552
5109,0.727473
5110,0.727394
5111,0.727315
5112,0.727236
5113,0.727157
5114,0.727078
5115,0.726999
5116,0.72692
5117,0.726841
5118,0.726763
5119,0.726684
5120,0.726605
5121,0.726526
5122,0.726447
5123,0.726368
5124,0.726289
5125,0.726211
5126,0.726132
5127,0.726053
5128,0.725974
5129,0.725895
5130,0.725817
5131,0.725738
5132,0.725659
5133,0.72558
5134,0.725501
5135,0.725423
5136,0.725344
5137,0.725265
5138,0.725186
5139,0.725108
5140,0.725029
5141,0.72495
5142,0.724871
5143,0.724793
5144,0.724714
5145,0.724635
5146,0.724557
5147,0.724478
5148,0.724399
5149,0.724321
5150,0.724242
5151,0.724163
5152,0.724085
5153,0.724006
5154,0.723927
5155,0.723849
5156,0.72377
5157,0.723691
5158,0.723613
5159,0.723534
5160,0.723456
5161,0.723377
5162,0.723298
5163,0.72322
5164,0.723141
5165,0.723063
5166,0.722984
5167,0.722905
5168,0.722827
5169,0.722748
5170,0.72267
5171,0.722591
5172,0.722513
5173,0.722434
5174,0.722356
5175,0.722277
5176,0.722199
5177,0.72212
5178,0.722042
5179,0.721963
5180,0.721885
5181,0.721806
5182,0.721728
5183,0.721649
5184,0.721571
5185,0.721492
5186,0.721414
5187,0.721336
5188,0.721257
5189,0.721179
5190,0.7211
5191,0.721022
5192,0.720944
5193,0.720865
5194,0.720787
5195,0.720708
5196,0.72063
5197,0.720552
5198,0.720473
5199,0.720395
5200,0.720317
5201,0.720238
5202,0.72016
5203,0.720082
5204,0.720003
5205,0.719925
5206,0.719847
5207,0.719768
5208,0.71969
5209,0.719612
5210,0.719534
5211,0.719455
5212,0.719377
5213,0.719299
5214,0.71922
5215,0.719142
5216,0.719064
5217,0.718986
5218,0.718908
5219,0.718829
5220,0.718751
5221,0.718673
5222,0.718595
5223,0.718516
5224,0.718438
5225,0.71836
5226,0.718282
5227,0.718204
5228,0.718126
5229,0.718047
5230,0.717969
5231,0.717891
5232,0.717813
5233,0.717735
5234,0.717657
5235,0.717579
5236,0.717501
5237,0.717422
5238,0.717344
5239,0.717266
5240,0.717188
5241,0.71711
5242,0.717032
5243,0.716954
5244,0.716876
5245,0.716798
5246,0.71672
5247,0.716642
5248,0.716564
5249,0.716486
5250,0.716408
5251,0.71633
5252,0.716252
5253,0.716174
5254,0.716096
5255,0.716018
5256,0.71594
5257,0.715862
5258,0.715784
5259,0.715706
5260,0.715628
5261,0.71555
5262,0.715472
5263,0.715394
5264,0.715316
5265,0.715238
5266,0.71516
5267,0.715082
5268,0.715004
5269,0.714927
5270,0.714849
5271,0.714771
5272,0.714693
5273,0.714615
5274,0.714537
5275,0.714459
5276,0.714381
5277,0.714304
5278,0.714226
5279,0.714148
5280,0.71407
5281,0.713992
5282,0.713914
5283,0.713837
5284,0.713759
5285,0.713681
5286,0.713603
5287,0.713525
5288,0.713448
5289,0.71337
5290,0.713292
5291,0.713214
5292,0.713137
5293,0.713059
5294,0.712981
5295,0.712903
5296,0.712826
5297,0.712748
5298,0.71267
5299,0.712593
5300,0.712515
5301,0.712437
5302,0.71236
5303,0.712282
5304,0.712204
5305,0.712127
5306,0.712049
5307,0.711971
5308,0.711894
5309,0.711816
5310,0.711738
5311,0.711661
5312,0.711583
5313,0.711506
5314,0.711428
5315,0.71135
5316,0.711273
5317,0.711195
5318,0.711118
5319,0.71104
5320,0.710962
5321,0.710885
5322,0.710807
5323,0.71073
5324,0.710652
5325,0.710575
5326,0.710497
5327,0.71042
5328,0.710342
5329,0.710265
5330,0.710187
5331,0.71011
5332,0.710032
5333,0.709955
5334,0.709877
5335,0.7098
5336,0.709722
5337,0.709645
5338,0.709567
5339,0.70949
5340,0.709412
5341,0.709335
5342,0.709258
5343,0.70918
5344,0.709103
5345,0.709025
5346,0.708948
5347,0.708871
5348,0.708793
5349,0.708716
5350,0.708638
5351,0.708561
5352,0.708484
5353,0.708406
5354,0.708329
5355,0.708252
5356,0.708174
5357,0.708097
5358,0.70802
5359,0.707942
5360,0.707865
